MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,DistCoast,Inland,MedHouseVal
6.057,21,6.674358974358975,1.035897435897436,1350,3.4615384615384617,27958.56273,0,2.359
5.1645,11,5.358267716535433,1.0905511811023623,1565,3.0807086614173227,15747.47137,0,1.641
5.2853,31,5.169444444444444,1.1944444444444444,736,2.0444444444444443,16747.79363,0,3.559
3.5114,52,4.411347517730497,1.0780141843971631,444,1.574468085106383,12771.13821,0,4.308
6.0553,29,6.218274111675127,1.0372250423011844,1457,2.4653130287648053,8654.656935,0,3.694
9.7796,20,6.678082191780822,0.9178082191780822,324,2.219178082191781,8863.17124,0,5.00001
6.1228,17,6.665079365079365,0.9984126984126984,2020,3.2063492063492065,4782.115528,0,3.757
3.1667,52,4.136986301369863,1.0365296803652968,1662,7.589041095890411,18337.97387,0,2.316
2.3605,39,4.005012531328321,1.1478696741854637,1691,4.238095238095238,6121.846784,0,1.418
3.1071,40,3.951923076923077,1.1322115384615385,780,1.875,464.491984,0,4.643
2.0134,23,4.046153846153846,1.1692307692307693,245,1.8846153846153846,18917.73545,0,1.425
2.0673,18,5.413793103448276,1.1091954022988506,424,2.4367816091954024,139154.8062,1,0.875
2.6346,40,5.06218487394958,1.035294117647059,1423,2.391596638655462,65040.00981,1,1.006
3.2232,27,4.86737400530504,1.0954907161803713,1221,3.2387267904509285,19742.55379,0,2.471
4.1857,34,5.288732394366197,1.0369718309859155,1938,3.4119718309859155,23886.97625,0,1.986
1.7548,30,4.227920227920228,1.1794871794871795,1200,3.4188034188034186,43521.12536,0,0.958
5.6266,36,5.981012658227848,0.9430379746835443,371,2.348101265822785,25285.73614,0,3.205
4.5125,50,5.743589743589744,0.9743589743589743,747,3.1923076923076925,15957.71616,0,1.954
1.8438,35,4.623853211009174,1.1559633027522935,323,2.963302752293578,3817.063385,0,0.905
4.0775,28,3.9328358208955225,0.996268656716418,1485,2.7705223880597014,6984.344678,0,2.414
3.7917,40,4.959798994974874,1.0301507537688441,1039,2.6105527638190953,19973.43687,0,1.516
3.3289,39,5.580487804878048,1.2902439024390244,1449,3.5341463414634147,34539.02926,0,1.906
3.1964,36,4.151724137931034,1.0344827586206897,645,4.448275862068965,18229.12934,0,1.154
2.7153,22,4.736245954692556,1.0307443365695792,2546,4.119741100323624,43520.39213,0,1.143
2.7321,31,4.703389830508475,1.1144067796610169,1662,3.5211864406779663,49358.66544,1,1.043
4.2165,15,4.962085308056872,1.0489731437598737,1729,2.7314375987361768,6609.313179,0,2.346
5.5702,19,5.356435643564357,1.0507425742574257,2243,2.775990099009901,10075.40247,0,3.426
4.9562,45,5.112359550561798,1.0337078651685394,394,4.426966292134831,8479.22727,0,1.657
3.875,32,6.52808988764045,1.101123595505618,563,3.162921348314607,17036.74738,0,2.03
3.5213,48,4.845070422535211,1.0784708249496981,1005,2.022132796780684,3386.50581,0,4.586
2.4866,37,4.518779342723005,1.0046948356807512,1344,3.1549295774647885,5497.798802,0,1.297
3.4402,40,4.60381861575179,0.9952267303102625,1780,4.248210023866348,19513.80107,0,1.494
2.8562,12,5.7824933687002655,1.1220159151193634,1070,2.8381962864721486,103277.6442,1,1.282
3.4896,24,4.703216374269005,1.0073099415204678,1196,1.7485380116959064,11236.81268,0,2.267
2.8512,25,3.431693989071038,1.0091074681238617,1337,2.435336976320583,6984.344678,0,2.728
3.6806,29,4.709821428571429,1.0267857142857142,1890,4.21875,45394.11281,1,1.305
2.6981,25,3.9463307776560788,1.0985761226725081,2719,2.978094194961665,36018.90698,0,2.08
5.0762,11,5.91554054054054,1.0675675675675675,765,2.5844594594594597,179907.363,1,0.98
1.6571,34,4.454976303317536,1.0876777251184835,1358,3.2180094786729856,2493.318039,0,1.052
4.5208,5,3.5477386934673367,1.020100502512563,839,4.21608040201005,20989.42688,0,1.65
3.5492,25,4.946043165467626,0.960431654676259,1032,3.712230215827338,12801.31749,0,1.254
2.2245,29,4.965882352941176,1.06,2294,2.6988235294117646,49796.6961,1,0.759
7.2845,19,7.052631578947368,0.9507640067911715,2130,3.6162988115449917,10257.38726,0,3.018
4.1154,28,5.45506419400856,1.0684736091298146,1790,2.5534950071326676,17264.60442,0,2.464
6.6478,21,7.030921052631579,1.013157894736842,4552,2.9947368421052634,13288.2306,0,3.334
3.9583,35,5.3828125,1.0,379,2.9609375,42144.2207,0,2.06
2.1944,33,4.1313131313131315,0.9848484848484849,664,3.3535353535353534,30174.05945,0,2.033
3.9929,14,4.571047957371226,1.0497335701598578,3171,2.8161634103019537,12626.95183,0,2.258
2.5833,38,5.030120481927711,1.1124497991967872,1595,3.2028112449799195,6077.469119,1,0.835
5.308,37,4.635294117647059,1.0147058823529411,662,1.9470588235294117,5265.806258,0,5.00001
3.375,42,4.468390804597701,0.9683908045977011,1152,3.310344827586207,29715.8004,0,1.696
2.7232,12,7.289308176100629,1.3144654088050314,523,3.289308176100629,59289.98663,1,1.232
7.5925,39,7.150462962962963,0.9976851851851852,1175,2.7199074074074074,6233.902702,0,4.667
1.9792,22,4.553072625698324,1.1284916201117319,4402,12.296089385474861,42680.94624,1,0.63
1.747,43,4.236,1.138,1266,2.532,13656.73143,0,1.21
3.3009,15,5.777992277992278,1.084942084942085,1296,2.501930501930502,135449.6859,1,1.568
3.6979,34,4.771341463414634,0.9024390243902439,1142,3.481707317073171,54923.89742,1,0.996
3.692,46,5.67479674796748,1.1951219512195121,608,2.4715447154471546,22039.73361,0,2.445
2.5352,32,3.717299578059072,1.0365682137834036,2784,3.9156118143459917,20924.94581,0,1.844
3.9792,16,5.838074398249453,0.9934354485776805,1536,3.361050328227571,187078.3106,1,0.889
7.0735,14,8.056485355648535,1.1171548117154813,2052,4.292887029288703,20805.19367,0,3.356
6.8869,6,7.382384532760472,1.0300751879699248,2354,2.5284640171858217,64801.43016,1,2.631
5.2447,10,6.755936675461742,1.0065963060686016,2568,3.387862796833773,39858.4207,1,1.481
1.6038,23,4.505030181086519,1.080482897384306,784,1.5774647887323943,6473.729109,0,1.943
4.4083,41,4.311546840958606,1.0806100217864925,1157,2.520697167755991,33393.70582,0,2.177
6.0928,35,6.058479532163743,0.9298245614035088,908,2.654970760233918,15242.9884,0,3.273
4.2386,18,9.119158878504672,1.6705607476635513,1388,3.2429906542056073,90878.65966,1,1.572
5.8374,36,5.438202247191011,0.9644194756554307,1463,2.7397003745318353,5872.156856,0,2.896
3.425,38,4.031719532554257,1.0717863105175292,3242,5.412353923205342,15867.16921,0,1.656
6.7613,29,6.277027027027027,1.0698198198198199,1182,2.6621621621621623,1212.201711,0,3.527
2.3562,45,5.479166666666667,1.0666666666666667,666,2.775,177394.1654,1,0.581
1.2989,25,2.9809322033898304,1.1652542372881356,1193,2.527542372881356,20893.80149,0,2.25
4.8854,17,6.74296205630355,1.0599755201958385,2748,3.3635250917992656,25580.2363,0,1.813
5.2949,33,4.5,1.1,34,3.4,24094.30225,0,3.5
2.3724,27,3.2284644194756553,1.048689138576779,1243,4.655430711610487,30032.19441,0,1.542
3.3438,18,5.622596153846154,1.0649038461538463,1097,2.637019230769231,21439.65474,0,1.761
2.1467,15,4.321951219512195,0.9951219512195122,576,2.8097560975609754,168742.2008,1,0.841
3.2645,52,4.0866477272727275,1.0241477272727273,1186,1.6846590909090908,15987.24886,0,1.75
3.7159,52,5.325342465753424,0.9897260273972602,620,2.1232876712328768,4598.074856,0,1.833
4.2917,52,6.329545454545454,0.9602272727272727,486,2.7613636363636362,16356.11158,0,2.476
5.3096,47,5.588095238095238,1.0404761904761906,1219,2.9023809523809523,7476.065432,0,2.099
4.0833,49,5.603104212860311,1.0221729490022173,1344,2.9800443458980044,59620.21084,1,1.144
3.735,23,4.88622754491018,1.091317365269461,1475,2.2080838323353293,43423.3684,1,2.183
4.1908,38,5.213286713286713,1.1608391608391608,1122,1.9615384615384615,8471.211253,0,5.00001
6.3835,31,10.211764705882352,1.4705882352941178,497,2.9235294117647057,5034.2932,0,4.078
15.0001,46,6.0,0.8,13,2.6,2303.067829,0,5.00001
3.8056,35,5.1679389312977095,1.083969465648855,501,1.9122137404580153,18631.84639,0,3.847
3.5189,15,5.489010989010989,1.0274725274725274,1786,2.4532967032967035,181293.031,1,1.413
7.4046,47,7.031347962382445,1.0626959247648904,911,2.8557993730407523,27582.43896,0,4.468
7.218,29,6.594230769230769,1.0076923076923077,1518,2.919230769230769,20778.46438,0,4.007
2.9815,20,5.954285714285715,1.0457142857142858,509,2.9085714285714284,183310.9876,1,0.73
2.4414,52,2.900293255131965,1.2463343108504399,634,1.8592375366568914,3011.491697,0,2.75
9.7037,8,8.94675925925926,1.0717592592592593,1548,3.5833333333333335,22894.69979,0,4.251
4.8269,25,5.351351351351352,0.8972972972972973,522,2.8216216216216217,10445.98355,0,2.729
2.1094,52,2.0595238095238093,1.0357142857142858,401,4.773809523809524,174658.973,1,0.75
4.5185,30,5.828767123287672,1.058904109589041,2129,2.9164383561643836,53685.4816,1,1.425
1.95,21,5.510729613733906,1.3133047210300428,537,2.3047210300429186,110607.7676,1,0.61
5.0827,18,5.503731343283582,0.996268656716418,1149,4.287313432835821,7180.87944,0,1.422
2.1591,52,6.122137404580153,1.2213740458015268,564,4.305343511450381,72368.49096,1,0.635
4.1552,43,4.964179104477612,0.9850746268656716,935,2.791044776119403,1737.887888,0,2.409
2.8882,10,7.8519736842105265,1.582236842105263,863,2.838815789473684,114481.7663,1,1.375
2.5625,38,8.085308056872037,1.6824644549763033,506,2.3981042654028437,15018.22349,0,1.656
5.0774,34,5.5807926829268295,1.0548780487804879,1608,2.451219512195122,6093.544696,0,4.072
3.4821,16,5.008988764044944,1.0292134831460673,1199,2.69438202247191,34829.87986,1,1.706
1.5625,17,2.9915254237288136,0.9491525423728814,359,3.042372881355932,11508.73448,0,1.625
2.6312,52,3.8193832599118944,1.0220264317180616,1264,5.568281938325991,22792.71935,0,3.029
4.5446,45,5.3951219512195125,1.102439024390244,779,3.8,35897.82684,0,2.448
2.1078,30,4.759336099585062,1.053941908713693,1753,3.636929460580913,120629.7305,1,0.547
2.5841,21,3.7146974063400577,1.0599423631123919,3621,2.0870317002881844,9752.501532,0,1.125
3.9861,35,5.912280701754386,1.0701754385964912,578,3.3801169590643276,20090.07476,0,1.887
3.5096,31,5.64055944055944,1.0,2585,3.6153846153846154,9271.814405,0,1.399
3.6474,32,6.431707317073171,1.1926829268292682,1031,2.5146341463414634,14783.4144,0,2.316
2.2244,24,4.706635622817229,1.108265424912689,2174,2.530849825378347,54015.74001,1,1.149
2.6667,36,5.092356687898089,1.0987261146496816,1086,3.4585987261146496,26728.51511,0,1.491
5.532,47,6.345454545454546,0.9818181818181818,753,2.7381818181818183,47622.01258,1,3.185
4.0972,32,4.716981132075472,0.8867924528301887,663,3.1273584905660377,7272.410323,1,0.992
2.4595,36,4.343692870201097,0.9890310786106032,1505,2.7513711151736744,17434.09946,0,1.976
2.7273,25,3.6015452538631347,1.0496688741721854,5917,3.2654525386313464,1881.13811,0,1.875
2.6328,11,4.1294387170675835,1.0080183276059564,3637,4.166093928980527,15509.3406,0,1.607
5.1523,36,5.776190476190476,1.0809523809523809,1085,2.5833333333333335,6829.253431,0,3.878
3.7045,6,5.353474320241692,1.0030211480362539,1011,3.054380664652568,72443.96475,1,1.281
3.2143,32,5.06265664160401,1.0426065162907268,2526,3.1654135338345863,21400.95069,0,1.601
2.8667,43,4.106813996316759,1.0736648250460405,1667,3.0699815837937385,25749.54863,0,2.178
5.0969,4,5.729942693409742,1.1540114613180517,3596,2.5759312320916905,5878.796266,0,1.742
2.9779,30,4.422976501305483,1.0391644908616189,1181,3.08355091383812,14380.50559,0,1.695
1.6607,20,4.625,0.9847560975609756,1287,3.923780487804878,63497.76941,1,0.67
0.8024,48,5.136645962732919,1.2298136645962734,396,2.459627329192547,158706.987,1,0.583
3.2171,14,3.2843691148775895,1.009416195856874,1494,2.8135593220338984,26280.20899,0,2.308
3.8158,24,5.006476683937824,1.038860103626943,2670,3.4585492227979273,9796.152309,0,1.8
2.2417,15,10.51530612244898,2.372448979591837,573,2.923469387755102,157434.22,1,0.979
4.0057,38,5.366935483870968,1.0040322580645162,1132,2.282258064516129,7224.28002,0,2.416
1.6429,23,5.063063063063063,1.1013513513513513,1132,2.5495495495495497,149063.4412,1,0.804
1.7805,32,4.199831365935919,1.118043844856661,3779,3.1863406408094437,122337.4873,1,0.769
3.809,7,5.840938722294655,1.0117340286831813,2271,2.960886571056063,119654.0318,1,1.107
2.7266,28,6.131914893617021,1.2567375886524823,1650,2.3404255319148937,2813.649389,0,2.668
2.1071,15,6.721649484536083,1.5360824742268042,248,2.556701030927835,65755.60898,1,0.938
2.2,49,5.1875,1.0972222222222223,611,2.1215277777777777,6412.443024,0,1.875
2.213,22,4.358178053830228,1.0786749482401656,781,1.6169772256728778,19030.09503,1,0.875
4.5074,36,5.391684901531729,1.0328227571115973,1111,2.4310722100656457,3409.222656,0,3.5
2.9883,41,4.538314176245211,1.0421455938697317,1252,2.3984674329501914,13064.45503,0,2.961
1.1917,29,5.149532710280374,1.5514018691588785,224,2.0934579439252334,109732.5276,1,0.5
7.0813,30,6.096774193548387,1.086021505376344,1197,3.217741935483871,19840.63263,0,4.853
4.8167,24,5.514734774066798,0.9842829076620825,1653,3.2475442043222005,47815.68519,1,1.633
5.8966,17,7.33983286908078,1.083565459610028,994,2.768802228412256,20973.48491,0,2.615
5.0941,3,6.998985801217039,1.1379310344827587,5226,2.650101419878296,182112.8523,1,1.437
4.1298,19,5.774336283185841,1.0486725663716814,1290,2.853982300884956,34589.31063,1,2.228
5.8509,47,5.251655629139073,1.0794701986754967,334,2.2119205298013247,4332.065886,0,3.178
4.2411,45,5.561594202898551,0.9927536231884058,591,2.141304347826087,8976.554182,0,3.717
4.1618,52,6.065602836879433,1.0602836879432624,1203,2.132978723404255,16393.22361,0,5.00001
5.3294,25,5.527665317139001,1.0026990553306343,2027,2.735492577597841,22740.23454,0,3.003
3.5781,37,4.8281750266808965,1.0725720384204909,2099,2.240128068303095,30575.5801,0,3.667
1.5489,13,5.65,1.284375,735,2.296875,141750.9938,1,0.574
2.726,29,3.707547169811321,1.078616352201258,2515,1.9772012578616351,9959.651638,0,2.087
2.4267,35,3.55637707948244,0.9611829944547134,2101,3.8835489833641406,20521.23075,0,1.515
4.5382,39,4.972560975609756,0.9817073170731707,1034,3.152439024390244,20290.68771,0,1.657
4.7625,13,5.265206812652068,1.002433090024331,1087,2.6447688564476888,13069.23026,0,1.375
4.0156,9,4.677631578947368,0.9144736842105263,316,2.0789473684210527,81537.0935,1,1.31
5.533,24,6.682779456193353,1.0030211480362539,899,2.716012084592145,5048.824748,0,2.997
3.5769,32,5.466472303206997,1.0524781341107872,1027,2.9941690962099123,75513.72677,1,1.038
2.7679,33,4.827433628318584,1.0309734513274336,890,3.938053097345133,29809.91022,0,1.764
3.5465,35,4.482861400894188,1.0044709388971684,1584,2.360655737704918,10360.33029,0,2.132
8.4112,16,7.488888888888889,0.9407407407407408,789,2.922222222222222,14319.22807,0,2.869
5.0758,35,6.378,1.054,1727,3.454,39706.14782,0,2.111
3.07,15,5.385624344176286,0.9758656873032528,4591,2.408709338929696,162776.5289,1,1.426
2.5833,25,3.4672454617205997,1.080505130228887,3781,2.984214680347277,24201.70971,0,1.837
1.631,34,4.516312056737589,1.0950354609929078,2474,3.5092198581560283,19006.79533,0,1.375
1.7297,16,3.89727463312369,0.9979035639412998,1994,4.180293501048218,118428.8236,1,0.675
3.7109,40,5.430939226519337,1.080110497237569,1120,3.0939226519337018,30865.33409,0,1.988
2.5663,26,4.036161335187761,1.0584144645340752,2258,3.1404728789986094,5296.199967,0,1.289
3.3281,40,5.847908745247148,0.9695817490494296,669,2.543726235741445,17446.10542,0,1.702
1.8696,23,5.4278606965174125,1.0796019900497513,539,2.681592039800995,93885.36329,1,0.615
3.5938,40,4.201438848920863,0.9064748201438849,316,2.273381294964029,12408.67734,0,2.435
2.2607,40,2.7309236947791167,1.0963855421686748,995,3.995983935742972,23426.90304,0,1.656
4.5625,21,4.667953667953668,1.193050193050193,801,3.0926640926640925,4809.000596,0,5.0
5.5581,36,6.118466898954704,1.0348432055749128,798,2.7804878048780486,11029.68884,0,2.183
2.2278,15,4.618581907090465,0.8997555012224939,754,1.843520782396088,10671.18551,0,1.328
1.6318,19,2.909090909090909,0.9937304075235109,845,2.6489028213166144,12091.1289,0,1.875
2.4398,22,5.503105590062112,1.0745341614906831,595,3.6956521739130435,106195.3156,1,1.5
2.75,27,5.003086419753086,0.9969135802469136,882,2.7222222222222223,182009.2444,1,0.935
4.2273,13,7.205438066465256,1.0845921450151057,1985,2.998489425981873,44858.46012,1,2.952
3.0833,34,3.0764331210191083,0.8343949044585988,291,1.8535031847133758,5610.369859,0,2.563
3.5054,33,3.99375,0.971875,1157,3.615625,8479.22727,0,1.468
1.4815,52,5.327472527472527,1.1604395604395605,1171,2.573626373626374,80290.10309,1,0.779
6.3719,26,6.972151898734177,1.0177215189873419,1128,2.8556962025316457,7152.970802,0,4.669
1.4886,50,4.0251572327044025,1.1111111111111112,1525,3.19706498951782,5337.285928,0,1.288
5.37,26,6.127579737335835,0.9212007504690432,1222,2.292682926829268,8684.488918,0,2.754
3.6607,22,5.744493392070485,1.224669603524229,887,3.907488986784141,6889.936344,0,2.063
3.65,15,4.679577464788732,0.9929577464788732,1001,3.5246478873239435,9014.548087,0,1.893
3.1115,39,4.328451882845188,1.0460251046025104,1408,2.9456066945606696,7703.085854,0,1.535
4.7946,24,6.311233885819521,1.0368324125230202,4926,3.023941068139963,24574.22512,0,2.512
3.2355,30,5.00668449197861,1.0254010695187166,1762,2.355614973262032,14845.14709,0,2.142
3.9536,26,4.987878787878788,1.0703030303030303,2184,2.6472727272727274,13673.0476,0,1.91
4.5833,42,5.2810077519379846,1.1027131782945736,1115,2.1608527131782944,7459.220859,0,4.275
4.7,43,4.9748603351955305,0.9553072625698324,663,1.8519553072625698,4529.11006,0,2.938
6.0281,18,6.538065843621399,1.131687242798354,2304,2.3703703703703702,2345.269724,0,3.211
4.6708,17,6.071672354948806,0.9965870307167235,1006,3.4334470989761092,68862.16599,1,1.231
3.1546,34,4.669576059850374,1.1945137157107233,1622,2.0224438902743143,7669.319379,0,2.612
2.894,52,4.157894736842105,1.0582706766917294,1195,2.2462406015037595,21744.3433,0,2.095
7.2137,17,8.240663900414937,1.033195020746888,761,3.1576763485477177,26474.87032,0,4.019
4.5086,16,5.7156398104265405,0.9928909952606635,1612,3.8199052132701423,11519.87322,0,1.711
5.3077,18,6.065767284991568,1.1197301854974704,1321,2.2276559865092747,25285.73614,0,3.514
3.4886,13,6.840723981900452,1.306787330316742,3189,2.885972850678733,107266.0075,1,1.125
0.6775,52,1.7482866043613707,1.2112149532710281,2232,1.3906542056074767,23885.62419,0,3.5
2.7391,44,4.406896551724138,1.0206896551724138,936,2.1517241379310343,3060.582518,0,1.403
2.4896,39,5.117647058823529,1.1372549019607843,161,1.5784313725490196,25435.38464,1,2.385
5.4032,7,5.948654037886341,1.098454636091725,9873,2.4608673978065805,16149.21134,0,3.185
3.125,16,6.815789473684211,1.394736842105263,131,3.4473684210526314,97526.35178,1,0.625
5.257,25,6.163247100802854,1.0294380017841214,3912,3.489741302408564,34467.54966,0,2.261
3.9792,45,5.457777777777777,1.1,1300,2.888888888888889,6516.219236,0,2.102
2.8077,31,4.17910447761194,1.1044776119402986,1718,6.41044776119403,14954.97718,0,1.403
6.4214,14,6.008849557522124,0.9557522123893806,306,2.7079646017699117,13106.02424,0,3.406
6.0362,20,5.082959641255606,1.0695067264573992,1941,2.1760089686098656,4430.621151,0,4.635
3.6534,46,5.297709923664122,1.1145038167938932,1047,2.66412213740458,17680.35943,0,2.16
3.2344,36,4.321492007104796,1.0390763765541742,1565,2.7797513321492007,35233.17147,0,2.349
4.997,9,6.734790874524715,1.091254752851711,3084,2.931558935361217,111801.7733,1,1.429
4.1333,13,6.383606557377049,1.0437158469945356,2455,2.6830601092896176,117952.1644,1,1.582
3.125,46,3.142857142857143,1.5714285714285714,32,4.571428571428571,541.18598,0,1.125
3.5781,33,6.6415094339622645,1.2877358490566038,520,2.452830188679245,21710.22627,0,2.425
2.3125,48,5.424657534246576,1.0365296803652968,471,2.1506849315068495,138242.3881,1,1.257
1.5026,38,3.1928166351606806,0.994328922495274,1071,2.0245746691871456,29503.4011,0,1.24
6.9391,52,8.244725738396625,1.0337552742616034,645,2.721518987341772,21606.88524,0,5.00001
4.0444,32,5.9922720247295205,1.061823802163833,1642,2.537867078825348,17383.84086,1,1.292
4.9125,38,5.38337182448037,1.138568129330254,836,1.930715935334873,5494.507716,0,4.526
2.5156,18,6.1393034825870645,1.3233830845771144,543,2.701492537313433,211170.3119,1,0.719
4.0208,36,5.027027027027027,1.0574324324324325,1221,4.125,25728.76716,0,1.714
3.0774,27,2.8456375838926173,1.0067114093959733,455,1.5268456375838926,2647.067472,0,2.75
4.3281,19,5.499288762446657,1.1024182076813656,1554,2.210526315789474,19029.87103,0,2.2
3.7061,24,5.772189349112426,1.0088757396449703,1140,3.3727810650887573,40012.05083,1,1.285
1.875,16,4.436647173489279,1.1578947368421053,1184,2.3079922027290447,21356.45031,1,0.938
3.3713,35,4.780748663101604,1.0106951871657754,777,2.0775401069518717,7756.13954,0,2.384
1.375,20,4.1,1.8,94,9.4,62436.60711,1,0.55
4.4946,48,5.379912663755459,1.002183406113537,1179,2.574235807860262,4107.506043,0,3.586
3.0233,26,3.2530813475760065,0.9827444535743632,1749,1.4371405094494658,5216.612985,0,2.55
2.6673,38,4.608365019011407,1.0342205323193916,1129,4.2927756653992395,23773.2366,0,1.423
1.6953,19,3.1404199475065617,0.9566929133858267,1938,2.543307086614173,5888.410183,0,1.674
4.3644,19,5.854783207157605,1.0116999311768755,3517,2.420509291121817,56790.34933,1,1.374
2.2765,30,4.021645021645021,1.028860028860029,2647,3.8196248196248197,56115.92806,1,0.981
3.6341,40,5.097041420118344,1.0863905325443788,1769,2.093491124260355,42962.90153,1,3.915
4.6528,27,5.018965517241379,0.9689655172413794,1773,3.056896551724138,29098.66154,0,1.866
7.6886,25,6.911949685534591,1.0566037735849056,407,2.559748427672956,3093.63575,0,5.00001
2.8036,15,5.950282485875706,1.1649717514124294,2147,2.4259887005649716,149215.7227,1,1.101
2.7598,10,4.895934959349593,1.205420054200542,5525,2.994579945799458,120949.5768,1,0.95
3.3158,40,4.791489361702127,0.9361702127659575,667,2.8382978723404255,50167.66495,1,1.259
4.4485,35,6.414110429447852,1.1042944785276074,879,2.696319018404908,33788.81546,0,2.619
5.373,36,5.375886524822695,0.9716312056737588,1232,2.9125295508274234,6028.050638,0,2.445
2.9706,36,4.184782608695652,1.0217391304347827,295,3.2065217391304346,6678.097153,0,1.479
3.6083,16,5.720486111111111,0.9809027777777778,2279,3.9565972222222223,16325.91963,1,1.464
3.7891,10,3.750556792873051,1.1469933184855234,902,2.0089086859688194,7269.872843,0,2.063
2.1382,37,4.5697940503432495,0.9977116704805492,1349,3.0869565217391304,7819.24461,0,1.666
3.4306,49,4.886792452830188,1.0415094339622641,765,2.8867924528301887,15381.23093,0,1.302
6.5958,17,6.95703125,1.0234375,860,3.359375,46953.07588,1,2.368
3.3675,33,4.84144645340751,0.9847009735744089,1726,2.400556328233658,18228.62167,0,1.582
2.4511,37,4.992957746478873,1.3169014084507042,390,2.7464788732394365,62373.78172,1,0.725
6.01,43,5.100961538461538,1.0,514,2.4711538461538463,34050.02494,0,2.542
1.608,34,4.295819935691318,1.1093247588424437,1009,3.2443729903536975,75600.22858,1,0.737
2.4038,46,3.6126543209876543,1.0848765432098766,2371,3.6589506172839505,23426.90304,0,1.817
2.7386,12,5.305160142348755,1.2206405693950177,3015,2.6823843416370106,12383.53917,0,2.161
4.125,32,5.543478260869565,1.0905797101449275,666,2.4130434782608696,26160.45167,0,2.302
3.3026,14,3.9806763285024154,1.103059581320451,1292,2.080515297906602,3164.455488,0,2.295
2.6908,24,5.855203619909502,1.004524886877828,684,3.0950226244343892,95076.13969,1,1.031
6.2323,17,7.097183098591549,1.1732394366197183,1678,2.363380281690141,2107.746834,0,3.391
4.0408,15,5.989130434782608,1.1282608695652174,1474,3.2043478260869565,42449.07328,0,2.259
2.2917,29,7.257142857142857,1.2428571428571429,481,3.4357142857142855,162515.8496,1,1.125
2.1311,36,3.1661849710982657,1.0679190751445087,2931,4.235549132947977,2415.046027,0,1.631
2.5568,18,6.114035087719298,1.3157894736842106,356,3.1228070175438596,160445.4335,1,0.771
1.2434,52,4.3619047619047615,1.05,1186,2.823809523809524,18085.26474,0,0.984
4.1287,26,3.9365079365079363,0.9047619047619048,781,2.4793650793650794,17921.19233,0,2.058
3.4464,5,6.360097323600973,1.0535279805352797,1275,3.102189781021898,149033.7912,1,1.229
2.0577,16,5.765060240963855,1.3433734939759037,828,2.4939759036144578,71527.84361,1,0.69
5.5797,35,6.338461538461538,1.0205128205128204,1171,3.0025641025641026,4892.598949,0,1.981
4.0938,35,5.446366782006921,0.9550173010380623,1088,3.764705882352941,47949.99574,0,1.653
4.9444,16,5.533980582524272,0.8786407766990292,627,3.0436893203883497,73443.43518,1,1.327
6.7571,42,6.665178571428571,1.0580357142857142,665,2.96875,35403.20557,0,4.439
8.1586,36,6.954451345755694,1.020703933747412,1298,2.6873706004140785,14236.91306,0,4.043
2.8884,6,3.9479905437352247,1.1170212765957446,2315,2.7364066193853427,27047.4295,0,2.523
5.282,31,6.227848101265823,1.018987341772152,422,2.670886075949367,12068.31222,0,1.83
4.2137,34,4.917710196779964,0.964221824686941,2330,4.168157423971378,6092.74699,0,1.856
