UNIQUE_ID,PERIOD,STATE,REGION,CHAIN,EMP,CO_OWNED,BONUS,HRSOPEN,NREGS
60.0,0,0.0,4,4.0,30.0,0.0,0.0,11.5,2.0
407.0,0,0.0,5,2.0,14.0,1.0,0.0,10.0,4.0
430.0,0,0.0,4,1.0,45.0,0.0,0.0,15.0,3.0
432.0,0,0.0,4,1.0,75.0,0.0,0.0,16.0,4.0
433.0,0,0.0,4,1.0,40.0,0.0,0.0,16.0,3.0
434.0,0,0.0,4,1.0,65.0,0.0,0.0,16.0,3.0
435.0,0,0.0,4,1.0,38.5,0.0,1.0,15.5,3.0
438.0,0,0.0,4,2.0,9.0,0.0,0.0,8.0,2.0
440.0,0,0.0,4,4.0,25.0,0.0,0.0,11.5,2.0
441.0,0,0.0,4,4.0,40.0,0.0,1.0,11.5,2.0
443.0,0,0.0,4,4.0,23.0,0.0,0.0,11.5,2.0
444.0,0,0.0,4,4.0,32.0,0.0,0.0,12.5,2.0
448.0,0,0.0,5,1.0,26.0,0.0,1.0,18.0,3.0
449.0,0,0.0,5,1.0,25.0,0.0,0.0,18.0,4.0
450.0,0,0.0,5,1.0,23.0,0.0,0.0,16.5,3.0
454.0,0,0.0,5,2.0,10.0,1.0,0.0,10.0,4.0
459.0,0,0.0,5,3.0,25.0,1.0,0.0,16.0,5.0
466.0,0,0.0,5,4.0,25.5,0.0,1.0,11.5,2.0
471.0,0,0.0,5,1.0,45.0,0.0,0.0,18.0,2.0
472.0,0,0.0,5,1.0,39.5,0.0,0.0,16.5,3.0
473.0,0,0.0,5,1.0,32.0,0.0,1.0,17.0,3.0
475.0,0,0.0,5,1.0,33.0,0.0,0.0,15.0,3.0
476.0,0,0.0,4,1.0,36.0,0.0,0.0,18.0,3.0
477.0,0,0.0,5,1.0,36.0,0.0,1.0,16.5,3.0
478.0,0,0.0,4,1.0,57.0,0.0,0.0,19.0,3.0
485.0,0,0.0,5,2.0,10.0,1.0,0.0,10.0,4.0
491.0,0,0.0,5,3.0,29.0,0.0,0.0,13.0,3.0
492.0,0,0.0,5,3.0,18.0,1.0,0.0,12.5,2.0
497.0,0,0.0,5,4.0,27.0,1.0,1.0,12.0,2.0
498.0,0,0.0,5,4.0,30.0,1.0,1.0,12.0,2.0
501.0,0,0.0,5,1.0,29.0,0.0,1.0,16.5,3.0
503.0,0,0.0,5,1.0,21.5,0.0,0.0,16.5,3.0
510.0,0,0.0,5,3.0,32.0,1.0,0.0,16.0,3.0
511.0,0,0.0,5,3.0,20.0,1.0,0.0,16.5,4.0
514.0,0,0.0,5,3.0,25.0,0.0,0.0,16.0,5.0
516.0,0,0.0,5,3.0,28.5,1.0,0.0,16.0,4.0
521.0,0,0.0,4,1.0,22.5,0.0,1.0,16.5,4.0
522.0,0,0.0,4,1.0,32.0,0.0,0.0,16.0,3.0
113.0,0,1.0,2,1.0,22.0,0.0,1.0,16.0,4.0
123.0,0,1.0,2,1.0,20.0,0.0,0.0,14.5,2.0
135.0,0,1.0,2,3.0,30.0,0.0,0.0,12.5,5.0
138.0,0,1.0,3,3.0,30.0,1.0,1.0,11.5,6.0
153.0,0,1.0,3,1.0,25.0,0.0,0.0,17.0,4.0
181.0,0,1.0,3,2.0,13.0,0.0,0.0,11.0,3.0
236.0,0,1.0,3,1.0,34.0,0.0,0.0,17.0,4.0
254.0,0,1.0,1,4.0,30.0,0.0,0.0,16.0,2.0
255.0,0,1.0,1,4.0,14.0,0.0,1.0,14.0,2.0
294.0,0,1.0,3,1.0,35.0,0.0,0.0,16.0,3.0
306.0,0,1.0,3,3.0,30.0,1.0,0.0,17.0,4.0
311.0,0,1.0,3,4.0,30.0,0.0,1.0,11.5,2.0
315.0,0,1.0,1,1.0,24.0,0.0,1.0,16.0,3.0
335.0,0,1.0,1,1.0,19.0,1.0,0.0,17.0,5.0
372.0,0,1.0,3,1.0,45.0,1.0,1.0,19.0,4.0
6.0,0,1.0,2,3.0,4.0,1.0,0.0,7.0,4.0
14.0,0,1.0,2,2.0,18.0,0.0,0.0,11.0,6.0
26.0,0,1.0,3,1.0,45.0,0.0,1.0,16.0,4.0
27.0,0,1.0,2,2.0,14.0,1.0,0.0,10.0,4.0
30.0,0,1.0,3,2.0,10.0,0.0,0.0,10.0,2.0
31.0,0,1.0,2,2.0,20.0,0.0,0.0,11.0,4.0
33.0,0,1.0,3,3.0,32.0,0.0,0.0,17.0,5.0
36.0,0,1.0,2,4.0,20.0,0.0,1.0,13.0,2.0
77.0,0,1.0,3,3.0,56.0,0.0,0.0,19.0,6.0
78.0,0,1.0,3,3.0,23.0,1.0,0.0,17.0,4.0
81.0,0,1.0,3,4.0,38.0,0.0,0.0,12.0,2.0
82.0,0,1.0,3,4.0,22.5,0.0,1.0,13.5,2.0
83.0,0,1.0,3,4.0,32.5,0.0,0.0,13.5,2.0
85.0,0,1.0,2,1.0,27.0,0.0,0.0,12.5,5.0
89.0,0,1.0,2,1.0,16.0,1.0,0.0,16.0,3.0
103.0,0,1.0,3,4.0,22.5,0.0,0.0,11.5,2.0
112.0,0,1.0,3,4.0,30.0,0.0,0.0,14.0,2.0
128.0,0,1.0,2,2.0,14.0,1.0,0.0,11.0,4.0
129.0,0,1.0,2,3.0,40.0,0.0,0.0,16.0,6.0
131.0,0,1.0,2,3.0,40.0,0.0,1.0,17.0,5.0
143.0,0,1.0,2,4.0,30.0,0.0,1.0,11.5,2.0
144.0,0,1.0,2,4.0,40.0,0.0,1.0,12.5,2.0
145.0,0,1.0,3,1.0,22.0,0.0,1.0,16.0,3.0
147.0,0,1.0,3,1.0,15.0,0.0,0.0,14.0,2.0
148.0,0,1.0,3,1.0,34.5,0.0,1.0,17.0,3.0
151.0,0,1.0,3,1.0,13.0,0.0,0.0,15.0,3.0
152.0,0,1.0,3,1.0,50.0,0.0,1.0,15.0,3.0
157.0,0,1.0,3,2.0,15.0,0.0,0.0,12.0,3.0
161.0,0,1.0,3,3.0,33.0,1.0,0.0,17.0,7.0
163.0,0,1.0,3,3.0,30.0,1.0,0.0,16.5,3.0
164.0,0,1.0,3,3.0,34.0,1.0,0.0,19.0,5.0
165.0,0,1.0,3,4.0,30.0,0.0,1.0,12.5,3.0
169.0,0,1.0,3,1.0,45.0,1.0,0.0,16.0,3.0
170.0,0,1.0,3,1.0,30.0,1.0,0.0,16.0,3.0
187.0,0,1.0,3,3.0,24.0,0.0,0.0,15.0,4.0
190.0,0,1.0,3,3.0,47.0,1.0,1.0,16.0,5.0
196.0,0,1.0,3,4.0,27.0,1.0,0.0,11.5,2.0
197.0,0,1.0,3,1.0,33.0,0.0,0.0,17.0,3.0
234.0,0,1.0,3,1.0,10.0,0.0,0.0,16.0,2.0
240.0,0,1.0,3,3.0,50.0,1.0,0.0,17.0,6.0
241.0,0,1.0,3,3.0,40.0,0.0,1.0,16.0,5.0
242.0,0,1.0,3,3.0,35.0,1.0,1.0,17.0,5.0
245.0,0,1.0,3,3.0,23.0,0.0,0.0,13.5,4.0
259.0,0,1.0,1,1.0,25.0,0.0,0.0,14.5,3.0
268.0,0,1.0,1,1.0,28.0,1.0,1.0,15.0,5.0
271.0,0,1.0,1,2.0,13.0,1.0,0.0,11.0,4.0
272.0,0,1.0,1,2.0,15.0,1.0,0.0,11.0,4.0
274.0,0,1.0,1,2.0,15.0,1.0,0.0,10.0,4.0
276.0,0,1.0,1,2.0,15.0,1.0,0.0,10.5,4.0
296.0,0,1.0,3,1.0,21.0,1.0,0.0,16.0,3.0
299.0,0,1.0,3,2.0,11.0,1.0,0.0,11.5,3.0
301.0,0,1.0,3,2.0,20.0,1.0,1.0,10.5,3.0
320.0,0,1.0,1,2.0,14.0,0.0,1.0,12.0,4.0
321.0,0,1.0,1,2.0,17.0,0.0,0.0,12.5,4.0
324.0,0,1.0,1,3.0,66.0,0.0,0.0,24.0,5.0
326.0,0,1.0,1,3.0,63.0,1.0,0.0,24.0,4.0
330.0,0,1.0,1,4.0,20.0,0.0,1.0,15.5,2.0
334.0,0,1.0,1,1.0,20.0,0.0,0.0,12.5,3.0
349.0,0,1.0,1,3.0,29.5,1.0,0.0,16.0,3.0
354.0,0,1.0,1,4.0,21.0,0.0,1.0,10.5,2.0
356.0,0,1.0,1,4.0,21.5,0.0,1.0,11.5,2.0
357.0,0,1.0,3,4.0,24.5,0.0,0.0,11.5,2.0
371.0,0,1.0,3,1.0,35.0,0.0,0.0,16.0,3.0
373.0,0,1.0,3,1.0,26.0,1.0,0.0,15.5,6.0
375.0,0,1.0,3,1.0,35.0,0.0,1.0,15.0,4.0
378.0,0,1.0,3,1.0,18.0,1.0,0.0,18.5,5.0
381.0,0,1.0,3,1.0,30.0,0.0,1.0,16.5,4.0
403.0,0,1.0,3,3.0,44.0,1.0,0.0,18.0,5.0
406.0,0,1.0,3,4.0,47.0,1.0,0.0,11.5,2.0
407.0,0,1.0,3,4.0,15.0,1.0,1.0,10.5,1.0
409.0,0,1.0,3,1.0,63.0,0.0,0.0,15.0,3.0
1.0,0,1.0,2,1.0,46.0,0.0,0.0,16.0,4.0
2.0,0,1.0,2,1.0,16.0,0.0,1.0,14.0,2.0
3.0,0,1.0,2,2.0,19.0,0.0,1.0,10.0,5.0
4.0,0,1.0,2,3.0,22.0,0.0,0.0,12.5,8.0
5.0,0,1.0,2,3.0,35.0,0.0,0.0,17.0,5.0
9.0,0,1.0,2,1.0,52.0,0.0,0.0,16.0,4.0
10.0,0,1.0,2,1.0,35.0,0.0,0.0,16.0,3.0
11.0,0,1.0,2,1.0,40.0,0.0,0.0,16.0,3.0
12.0,0,1.0,2,1.0,30.0,0.0,0.0,16.0,3.0
13.0,0,1.0,2,2.0,25.0,0.0,0.0,10.0,5.0
15.0,0,1.0,2,3.0,28.0,0.0,1.0,17.0,5.0
16.0,0,1.0,2,3.0,28.0,0.0,0.0,17.0,5.0
17.0,0,1.0,2,3.0,20.0,0.0,0.0,17.0,6.0
18.0,0,1.0,2,3.0,40.0,0.0,0.0,17.0,4.0
19.0,0,1.0,1,1.0,35.0,0.0,0.0,16.0,3.0
21.0,0,1.0,1,2.0,17.0,0.0,0.0,10.5,3.0
22.0,0,1.0,1,3.0,18.0,0.0,0.0,16.0,4.0
23.0,0,1.0,3,1.0,25.0,0.0,0.0,16.0,3.0
24.0,0,1.0,2,1.0,30.0,0.0,1.0,16.0,4.0
28.0,0,1.0,3,2.0,14.0,0.0,0.0,10.0,2.0
29.0,0,1.0,3,2.0,7.0,0.0,0.0,11.0,3.0
32.0,0,1.0,3,3.0,30.5,0.0,0.0,11.5,4.0
34.0,0,1.0,3,3.0,20.0,1.0,0.0,11.5,5.0
35.0,0,1.0,3,4.0,31.5,0.0,1.0,11.5,2.0
38.0,0,1.0,2,1.0,35.0,0.0,0.0,17.0,3.0
63.0,0,1.0,3,1.0,32.0,1.0,0.0,18.0,4.0
64.0,0,1.0,3,1.0,35.0,0.0,0.0,16.0,3.0
65.0,0,1.0,3,1.0,20.0,0.0,0.0,15.5,3.0
66.0,0,1.0,3,1.0,33.0,0.0,0.0,17.0,3.0
67.0,0,1.0,3,1.0,20.0,0.0,0.0,13.5,3.0
68.0,0,1.0,3,1.0,40.0,0.0,0.0,17.0,3.0
69.0,0,1.0,3,1.0,27.0,0.0,0.0,18.0,4.0
70.0,0,1.0,3,1.0,55.0,0.0,0.0,16.0,3.0
71.0,0,1.0,3,1.0,35.0,0.0,0.0,17.0,3.0
73.0,0,1.0,3,2.0,7.0,0.0,0.0,12.0,3.0
75.0,0,1.0,3,2.0,18.0,0.0,0.0,11.0,3.0
76.0,0,1.0,3,3.0,40.0,1.0,0.0,17.0,6.0
79.0,0,1.0,3,3.0,31.0,1.0,0.0,17.0,5.0
80.0,0,1.0,3,4.0,24.5,0.0,0.0,11.5,2.0
84.0,0,1.0,2,1.0,34.0,0.0,0.0,16.0,4.0
86.0,0,1.0,2,1.0,22.0,0.0,0.0,15.0,3.0
87.0,0,1.0,2,1.0,15.0,0.0,0.0,15.0,3.0
88.0,0,1.0,1,1.0,38.0,0.0,1.0,15.0,5.0
91.0,0,1.0,2,1.0,30.0,1.0,0.0,17.0,3.0
92.0,0,1.0,2,1.0,22.0,1.0,0.0,15.0,3.0
95.0,0,1.0,2,2.0,21.0,0.0,0.0,10.0,4.0
96.0,0,1.0,3,2.0,15.0,0.0,0.0,10.0,3.0
97.0,0,1.0,2,2.0,12.0,0.0,1.0,10.0,3.0
98.0,0,1.0,2,2.0,20.0,0.0,0.0,10.0,3.0
99.0,0,1.0,2,3.0,100.0,1.0,0.0,24.0,8.0
101.0,0,1.0,2,3.0,19.5,0.0,0.0,15.0,6.0
102.0,0,1.0,1,3.0,25.0,0.0,0.0,16.0,6.0
104.0,0,1.0,2,4.0,60.0,0.0,1.0,11.5,2.0
105.0,0,1.0,3,1.0,40.0,0.0,0.0,16.5,4.0
106.0,0,1.0,3,1.0,35.0,0.0,0.0,16.0,2.0
107.0,0,1.0,3,1.0,17.0,1.0,0.0,14.5,3.0
108.0,0,1.0,3,1.0,28.5,0.0,1.0,17.0,3.0
111.0,0,1.0,3,3.0,31.0,0.0,0.0,16.0,5.0
114.0,0,1.0,2,1.0,35.0,0.0,1.0,16.0,3.0
115.0,0,1.0,2,1.0,45.0,0.0,0.0,17.0,4.0
116.0,0,1.0,2,1.0,26.5,0.0,0.0,13.0,7.0
118.0,0,1.0,3,1.0,25.0,0.0,0.0,15.0,4.0
119.0,0,1.0,3,1.0,31.0,0.0,1.0,16.5,3.0
120.0,0,1.0,2,1.0,32.0,1.0,0.0,16.0,3.0
122.0,0,1.0,3,1.0,39.0,0.0,0.0,12.5,5.0
124.0,0,1.0,2,1.0,18.0,0.0,0.0,15.0,2.0
125.0,0,1.0,2,2.0,15.0,0.0,0.0,12.5,3.0
130.0,0,1.0,2,3.0,32.5,1.0,0.0,18.0,4.0
132.0,0,1.0,2,3.0,40.0,1.0,0.0,24.0,5.0
133.0,0,1.0,2,3.0,22.0,1.0,0.0,17.0,4.0
134.0,0,1.0,2,3.0,30.5,0.0,0.0,16.0,4.0
136.0,0,1.0,2,3.0,29.0,1.0,0.0,17.0,5.0
137.0,0,1.0,3,3.0,40.0,1.0,0.0,16.0,6.0
140.0,0,1.0,2,4.0,40.0,0.0,1.0,11.5,2.0
141.0,0,1.0,2,4.0,25.0,0.0,1.0,12.5,2.0
142.0,0,1.0,3,4.0,50.0,0.0,1.0,11.5,2.0
146.0,0,1.0,3,1.0,28.0,0.0,1.0,16.0,4.0
149.0,0,1.0,3,1.0,20.0,0.0,0.0,16.0,2.0
150.0,0,1.0,3,1.0,27.5,0.0,1.0,16.0,3.0
156.0,0,1.0,3,1.0,23.0,0.0,0.0,15.0,8.0
158.0,0,1.0,3,2.0,9.0,0.0,0.0,10.0,3.0
159.0,0,1.0,3,2.0,18.0,0.0,0.0,10.5,3.0
166.0,0,1.0,3,4.0,40.0,0.0,1.0,11.5,2.0
168.0,0,1.0,3,1.0,25.0,0.0,1.0,15.0,3.0
171.0,0,1.0,3,1.0,34.0,1.0,0.0,16.0,3.0
172.0,0,1.0,3,1.0,24.0,0.0,0.0,12.5,5.0
173.0,0,1.0,3,1.0,46.0,0.0,0.0,17.5,4.0
174.0,0,1.0,3,1.0,31.0,0.0,0.0,16.0,4.0
176.0,0,1.0,3,1.0,36.0,0.0,0.0,16.0,4.0
178.0,0,1.0,3,2.0,25.0,1.0,1.0,10.0,3.0
179.0,0,1.0,3,2.0,14.0,0.0,1.0,10.5,3.0
180.0,0,1.0,3,2.0,11.0,0.0,0.0,11.0,4.0
182.0,0,1.0,1,2.0,18.0,0.0,1.0,11.0,4.0
183.0,0,1.0,3,2.0,16.0,0.0,0.0,11.0,4.0
185.0,0,1.0,2,2.0,11.0,0.0,0.0,10.5,4.0
186.0,0,1.0,3,3.0,30.0,0.0,1.0,16.0,5.0
189.0,0,1.0,3,3.0,19.0,0.0,0.0,15.0,4.0
192.0,0,1.0,3,4.0,30.0,0.0,1.0,12.0,2.0
193.0,0,1.0,3,4.0,14.0,0.0,1.0,11.0,2.0
195.0,0,1.0,3,4.0,30.0,0.0,1.0,11.5,2.0
199.0,0,1.0,3,2.0,12.0,0.0,0.0,10.0,4.0
200.0,0,1.0,3,1.0,60.0,0.0,1.0,18.0,4.0
201.0,0,1.0,3,1.0,33.0,0.0,0.0,17.0,3.0
202.0,0,1.0,3,1.0,44.0,0.0,1.0,19.0,3.0
203.0,0,1.0,3,1.0,21.0,0.0,0.0,17.0,3.0
204.0,0,1.0,3,1.0,18.5,0.0,0.0,17.5,3.0
207.0,0,1.0,3,2.0,18.0,1.0,0.0,12.0,4.0
208.0,0,1.0,3,3.0,44.0,1.0,0.0,17.0,4.0
209.0,0,1.0,3,3.0,40.0,1.0,0.0,18.0,5.0
210.0,0,1.0,3,4.0,19.0,1.0,1.0,11.5,4.0
211.0,0,1.0,1,1.0,31.0,0.0,0.0,15.0,3.0
212.0,0,1.0,1,1.0,28.5,0.0,0.0,16.0,3.0
213.0,0,1.0,1,1.0,24.5,1.0,0.0,17.5,4.0
214.0,0,1.0,1,1.0,32.0,0.0,0.0,16.0,2.0
215.0,0,1.0,1,1.0,20.0,0.0,0.0,16.0,3.0
216.0,0,1.0,1,2.0,13.0,0.0,0.0,10.5,4.0
217.0,0,1.0,1,2.0,15.0,1.0,0.0,10.0,4.0
218.0,0,1.0,1,2.0,11.0,1.0,0.0,10.0,3.0
219.0,0,1.0,1,2.0,12.0,1.0,0.0,10.0,4.0
220.0,0,1.0,1,2.0,18.0,0.0,0.0,10.0,5.0
221.0,0,1.0,1,2.0,29.0,0.0,0.0,11.0,4.0
222.0,0,1.0,1,3.0,26.0,1.0,0.0,12.5,3.0
223.0,0,1.0,1,3.0,21.0,1.0,0.0,16.0,3.0
225.0,0,1.0,1,3.0,30.0,1.0,0.0,17.0,6.0
226.0,0,1.0,1,4.0,22.0,0.0,0.0,11.5,2.0
228.0,0,1.0,1,4.0,31.5,0.0,1.0,12.5,2.0
229.0,0,1.0,3,1.0,43.0,0.0,0.0,13.5,5.0
230.0,0,1.0,3,1.0,25.0,0.0,0.0,17.0,3.0
232.0,0,1.0,3,1.0,24.0,0.0,1.0,16.0,3.0
233.0,0,1.0,3,1.0,26.0,0.0,0.0,16.0,2.0
235.0,0,1.0,3,1.0,22.0,0.0,0.0,16.0,3.0
237.0,0,1.0,3,1.0,23.0,0.0,0.0,16.0,2.0
238.0,0,1.0,3,2.0,22.0,1.0,0.0,12.0,5.0
239.0,0,1.0,3,2.0,19.0,0.0,0.0,13.5,5.0
243.0,0,1.0,3,3.0,32.0,1.0,0.0,16.5,6.0
244.0,0,1.0,3,3.0,42.0,1.0,0.0,18.0,4.0
247.0,0,1.0,3,4.0,40.0,0.0,0.0,15.5,2.0
248.0,0,1.0,3,4.0,24.0,0.0,0.0,16.0,2.0
249.0,0,1.0,1,1.0,12.0,0.0,0.0,15.0,3.0
250.0,0,1.0,1,2.0,5.0,1.0,0.0,10.0,4.0
253.0,0,1.0,1,3.0,14.0,1.0,0.0,13.0,2.0
257.0,0,1.0,1,1.0,30.0,0.0,0.0,16.0,2.0
258.0,0,1.0,1,1.0,26.0,0.0,0.0,16.0,3.0
260.0,0,1.0,1,1.0,30.0,1.0,1.0,16.0,4.0
262.0,0,1.0,1,1.0,20.0,0.0,0.0,16.5,4.0
264.0,0,1.0,1,1.0,10.0,0.0,1.0,15.0,2.0
265.0,0,1.0,1,1.0,20.0,0.0,0.0,16.0,3.0
267.0,0,1.0,1,1.0,26.5,0.0,0.0,16.0,3.0
269.0,0,1.0,1,2.0,12.0,1.0,0.0,10.0,4.0
273.0,0,1.0,1,2.0,16.0,1.0,0.0,10.0,4.0
275.0,0,1.0,1,2.0,8.0,1.0,0.0,11.0,4.0
277.0,0,1.0,1,2.0,17.0,1.0,0.0,10.0,3.0
278.0,0,1.0,1,2.0,7.0,1.0,0.0,10.0,4.0
282.0,0,1.0,1,3.0,16.0,1.0,0.0,16.0,4.0
284.0,0,1.0,1,3.0,28.0,1.0,1.0,16.0,5.0
285.0,0,1.0,1,3.0,28.0,1.0,0.0,16.0,4.0
286.0,0,1.0,1,3.0,16.0,1.0,0.0,11.5,2.0
287.0,0,1.0,1,3.0,21.0,1.0,0.0,16.0,5.0
288.0,0,1.0,1,3.0,20.0,1.0,0.0,16.0,6.0
289.0,0,1.0,1,3.0,14.0,1.0,0.0,16.0,5.0
290.0,0,1.0,1,4.0,20.0,0.0,0.0,12.5,2.0
291.0,0,1.0,1,4.0,24.0,0.0,0.0,11.5,2.0
292.0,0,1.0,1,4.0,25.0,0.0,0.0,16.0,2.0
295.0,0,1.0,3,1.0,17.0,0.0,0.0,16.5,3.0
297.0,0,1.0,3,1.0,24.0,1.0,0.0,16.0,3.0
303.0,0,1.0,3,3.0,45.0,1.0,1.0,17.0,6.0
304.0,0,1.0,3,3.0,30.0,0.0,0.0,17.0,5.0
305.0,0,1.0,3,3.0,20.0,1.0,0.0,17.0,5.0
307.0,0,1.0,3,3.0,35.0,1.0,0.0,18.0,5.0
310.0,0,1.0,3,4.0,28.0,0.0,1.0,11.5,2.0
312.0,0,1.0,1,1.0,10.0,0.0,0.0,11.0,3.0
313.0,0,1.0,1,1.0,20.0,0.0,0.0,15.0,3.0
314.0,0,1.0,1,1.0,20.0,0.0,0.0,15.0,3.0
316.0,0,1.0,1,1.0,30.0,1.0,0.0,16.0,3.0
317.0,0,1.0,1,1.0,8.0,0.0,0.0,12.0,3.0
318.0,0,1.0,1,2.0,12.0,0.0,1.0,12.0,3.0
322.0,0,1.0,1,3.0,21.0,1.0,0.0,16.0,6.0
325.0,0,1.0,1,3.0,19.0,1.0,0.0,15.0,6.0
333.0,0,1.0,2,1.0,18.5,0.0,0.0,15.0,4.0
336.0,0,1.0,1,1.0,40.0,0.0,0.0,15.0,3.0
337.0,0,1.0,1,1.0,34.5,1.0,0.0,17.0,4.0
339.0,0,1.0,1,1.0,24.0,1.0,0.0,16.0,3.0
340.0,0,1.0,1,1.0,36.0,0.0,0.0,14.5,5.0
341.0,0,1.0,1,2.0,9.0,1.0,0.0,9.5,3.0
343.0,0,1.0,1,2.0,16.0,1.0,0.0,10.5,4.0
346.0,0,1.0,1,2.0,12.5,1.0,0.0,10.0,4.0
348.0,0,1.0,2,3.0,13.5,1.0,0.0,10.5,3.0
350.0,0,1.0,1,3.0,17.0,1.0,0.0,16.0,5.0
351.0,0,1.0,1,3.0,29.5,1.0,0.0,16.0,4.0
352.0,0,1.0,3,3.0,19.0,1.0,0.0,11.5,2.0
353.0,0,1.0,1,3.0,30.0,1.0,0.0,16.0,5.0
355.0,0,1.0,2,4.0,19.0,0.0,1.0,11.5,2.0
359.0,0,1.0,1,1.0,22.0,1.0,0.0,15.0,3.0
360.0,0,1.0,1,1.0,28.0,0.0,1.0,15.0,3.0
361.0,0,1.0,1,1.0,19.0,0.0,0.0,16.0,3.0
362.0,0,1.0,1,2.0,19.0,0.0,1.0,12.5,5.0
363.0,0,1.0,1,2.0,25.0,0.0,0.0,12.5,4.0
364.0,0,1.0,1,2.0,23.5,0.0,1.0,12.0,4.0
366.0,0,1.0,1,3.0,19.0,0.0,0.0,11.5,5.0
368.0,0,1.0,1,4.0,20.0,0.0,0.0,12.5,2.0
369.0,0,1.0,3,1.0,15.0,1.0,0.0,15.0,3.0
370.0,0,1.0,3,1.0,31.5,0.0,0.0,16.0,3.0
376.0,0,1.0,3,1.0,14.0,0.0,0.0,14.0,8.0
377.0,0,1.0,3,1.0,18.0,0.0,1.0,14.0,3.0
379.0,0,1.0,3,1.0,32.0,0.0,0.0,16.0,3.0
380.0,0,1.0,3,1.0,25.0,0.0,0.0,16.0,3.0
383.0,0,1.0,3,1.0,10.0,0.0,0.0,16.0,2.0
385.0,0,1.0,3,1.0,30.0,0.0,1.0,17.0,3.0
386.0,0,1.0,3,1.0,19.0,0.0,0.0,17.0,3.0
391.0,0,1.0,3,2.0,20.0,0.0,0.0,10.0,3.0
393.0,0,1.0,3,2.0,14.0,1.0,0.0,11.0,3.0
396.0,0,1.0,3,3.0,40.0,1.0,0.0,17.0,5.0
397.0,0,1.0,3,3.0,32.0,1.0,0.0,17.0,4.0
398.0,0,1.0,3,3.0,27.0,1.0,0.0,17.0,5.0
399.0,0,1.0,3,3.0,21.0,1.0,1.0,17.0,7.0
400.0,0,1.0,3,3.0,31.0,1.0,0.0,17.0,5.0
401.0,0,1.0,3,3.0,14.0,0.0,1.0,16.0,6.0
402.0,0,1.0,3,3.0,21.0,1.0,0.0,16.0,4.0
405.0,0,1.0,3,3.0,23.0,1.0,0.0,17.0,7.0
410.0,0,1.0,3,1.0,35.0,0.0,0.0,16.0,4.0
411.0,0,1.0,3,1.0,36.0,0.0,0.0,16.0,5.0
